Date,ANZ,Date,AVH,Date,VGAD
9/7/2016,27.16,10/13/2016 ,1.87,9/6/2016,54.36
9/8/2016,26.87,10/14/2016 ,1.96,9/7/2016,54.37
9/9/2016,26.55,10/17/2016 ,2.05,9/8/2016,54.56
9/12/2016,25.98,10/18/2016 ,2.05,9/9/2016,54.28
9/13/2016 ,25.65,10/19/2016 ,2.14,9/12/2016,53.04
9/14/2016 ,25.8,10/20/2016 ,2.14,9/13/2016 ,53.47
9/15/2016 ,25.86,10/21/2016 ,2.32,9/14/2016 ,53.22
9/16/2016 ,26.15,10/24/2016 ,2.41,9/15/2016 ,52.73
9/20/2016 ,26.58,10/25/2016 ,2.41,9/16/2016 ,53.21
9/21/2016 ,27.02,10/26/2016 ,2.41,9/20/2016 ,53.54
9/22/2016 ,27.01,10/27/2016 ,2.5,9/21/2016 ,53.47
9/23/2016 ,27.37,10/28/2016 ,2.41,9/22/2016 ,54.12
9/26/2016 ,27.38,10/31/2016 ,2.41,9/23/2016 ,54.31
9/27/2016 ,27.23,11/1/2016,2.32,9/26/2016 ,54.13
9/28/2016 ,27.41,11/2/2016,2.23,9/27/2016 ,54
9/29/2016 ,27.6,11/3/2016,2.27,9/28/2016 ,53.75
9/30/2016 ,27.41,11/4/2016,2.32,9/29/2016 ,54.4
10/3/2016,27.72,11/7/2016,2.23,9/30/2016 ,53.73
10/4/2016,27.88,11/8/2016,2.32,10/3/2016,54.2
10/5/2016,27.83,11/9/2016,2.23,10/4/2016,54.25
10/6/2016,28.03,11/10/2016,2.41,10/5/2016,53.95
10/7/2016,28.04,11/11/2016,2.41,10/6/2016,54.27
10/10/2016,28.06,11/14/2016 ,2.41,10/7/2016,54.3
10/11/2016,27.98,11/15/2016 ,2.41,10/10/2016,54.19
10/12/2016,28.01,11/16/2016 ,2.41,10/11/2016,54.3
10/13/2016 ,27.57,11/17/2016 ,2.32,10/12/2016,54
10/14/2016 ,27.31,11/18/2016 ,2.32,10/13/2016 ,53.53
10/17/2016 ,27.38,11/21/2016 ,2.32,10/14/2016 ,53.73
10/18/2016 ,27.61,11/22/2016 ,2.41,10/17/2016 ,53.51
10/19/2016 ,27.65,11/23/2016 ,2.36,10/18/2016 ,53.89
10/20/2016 ,27.81,11/24/2016 ,2.41,10/19/2016 ,53.91
10/21/2016 ,28.03,11/25/2016 ,2.32,10/20/2016 ,54.22
10/24/2016 ,28.11,11/28/2016 ,2.32,10/21/2016 ,54.15
10/25/2016 ,28.29,11/29/2016 ,2.41,10/24/2016 ,54.26
10/26/2016 ,28.04,11/30/2016 ,2.41,10/25/2016 ,54.45
10/27/2016 ,27.88,12/1/2016,2.32,10/26/2016 ,54.16
10/28/2016 ,27.4,12/2/2016,2.23,10/27/2016 ,54
10/31/2016 ,27.63,12/5/2016,2.14,10/28/2016 ,53.9
11/1/2016,27.33,12/6/2016,2.14,10/31/2016 ,54.08
11/2/2016,26.96,12/7/2016,2.23,11/1/2016,54
11/3/2016,27.13,12/8/2016,2.32,11/2/2016,53.18
11/4/2016,26.73,12/9/2016,2.23,11/3/2016,52.9
11/7/2016,26.82,12/12/2016,2.32,11/4/2016,52.8
11/8/2016,26.82,12/13/2016 ,2.23,11/7/2016,53.27
11/9/2016,26.26,12/14/2016 ,2.32,11/8/2016,53.42
11/10/2016,27.37,12/15/2016 ,2.23,11/9/2016,50.7
11/11/2016,28.08,12/16/2016 ,2.14,11/10/2016,54.18
11/14/2016 ,27.67,12/19/2016 ,2.14,11/11/2016,54.18
11/15/2016 ,27.54,12/20/2016 ,2.14,11/14/2016 ,55
11/16/2016 ,27.76,12/21/2016 ,2.23,11/15/2016 ,54.42
11/17/2016 ,27.73,12/22/2016 ,2.23,11/16/2016 ,54.82
11/18/2016 ,27.76,12/23/2016 ,2.23,11/17/2016 ,54.5
11/21/2016 ,27.63,12/28/2016 ,2.14,11/18/2016 ,54.82
11/22/2016 ,27.65,12/29/2016 ,2.05,11/21/2016 ,54.96
11/23/2016 ,27.95,12/30/2016 ,2.14,11/22/2016 ,55.28
11/24/2016 ,28.11,1/3/2017,2.14,11/23/2016 ,55.36
11/25/2016 ,28.06,1/4/2017,1.96,11/24/2016 ,55.23
11/28/2016 ,27.69,1/5/2017,1.87,11/25/2016 ,55.22
11/29/2016 ,27.87,1/6/2017,1.87,11/28/2016 ,55.28
11/30/2016 ,28.19,1/9/2017,1.87,11/29/2016 ,55.26
12/1/2016,28.45,1/10/2017,1.87,11/30/2016 ,55.4
12/2/2016,28.23,1/11/2017,1.96,12/1/2016,55.47
12/5/2016,27.94,1/12/2017,1.96,12/2/2016,55
12/6/2016,28.16,1/13/2017 ,1.96,12/5/2016,54.95
12/7/2016,28.57,1/16/2017 ,2.05,12/6/2016,55.4
12/8/2016,29.3,1/17/2017 ,1.96,12/7/2016,55.7
12/9/2016,29.68,1/18/2017 ,1.87,12/8/2016,56.42
12/12/2016,29.58,1/19/2017 ,1.96,12/9/2016,56.75
12/13/2016 ,29.54,1/20/2017 ,1.87,12/12/2016,57.09
12/14/2016 ,29.65,1/23/2017 ,1.96,12/13/2016 ,56.9
12/15/2016 ,29.75,1/24/2017 ,1.96,12/14/2016 ,57.39
12/16/2016 ,29.57,1/25/2017 ,1.87,12/15/2016 ,57.11
12/19/2016 ,29.69,1/27/2017 ,1.87,12/16/2016 ,57.11
12/20/2016 ,29.88,1/30/2017 ,2.05,12/19/2016 ,57.32
12/21/2016 ,30.06,1/31/2017 ,2.05,12/20/2016 ,57.52
12/22/2016 ,30.48,2/1/2017,1.96,12/21/2016 ,57.4
12/23/2016 ,30.49,2/2/2017,2.05,12/22/2016 ,57.12
12/28/2016 ,30.39,2/3/2017,2.14,12/23/2016 ,57.35
12/29/2016 ,30.64,2/6/2017,2.14,12/28/2016 ,57.52
12/30/2016 ,30.18,2/7/2017,2.14,12/29/2016 ,57.16
1/3/2017,30.7,2/8/2017,2.14,12/30/2016 ,57.25
1/4/2017,30.97,2/9/2017,2.05,1/3/2017,57.3
1/5/2017,31.08,2/10/2017,2.05,1/4/2017,57.42
1/6/2017,31.13,2/13/2017 ,2.05,1/5/2017,57.81
1/9/2017,31.52,2/15/2017 ,1.87,1/6/2017,57.86
1/10/2017,31.03,2/16/2017 ,1.87,1/9/2017,58
1/11/2017,30.95,2/17/2017 ,1.87,1/10/2017,57.73
1/12/2017,30.99,2/20/2017 ,1.96,1/11/2017,57.86
1/13/2017 ,30.43,2/21/2017 ,1.96,1/12/2017,57.95
1/16/2017 ,30.55,2/22/2017 ,1.87,1/13/2017 ,58.08
1/17/2017 ,30.16,2/23/2017 ,2.05,1/16/2017 ,57.96
1/18/2017 ,29.87,2/27/2017 ,1.96,1/17/2017 ,57.85
1/19/2017 ,29.65,2/28/2017 ,1.96,1/18/2017 ,57.7
1/20/2017 ,29.17,3/1/2017,1.96,1/19/2017 ,57.8
1/23/2017 ,29.04,3/2/2017,1.96,1/20/2017 ,57.79
1/24/2017 ,28.92,3/3/2017,1.96,1/23/2017 ,57.45
1/25/2017 ,29.24,3/6/2017,1.87,1/24/2017 ,57.64
1/27/2017 ,29.53,3/7/2017,1.96,1/25/2017 ,57.99
1/30/2017 ,29.32,3/8/2017,1.79,1/27/2017 ,58.4
1/31/2017 ,29.06,3/9/2017,1.79,1/30/2017 ,58
2/1/2017,29.21,3/10/2017,1.79,1/31/2017 ,57.61
2/2/2017,29.16,3/13/2017 ,1.87,2/1/2017,57.7
2/3/2017,28.88,3/14/2017 ,1.87,2/2/2017,57.51
2/6/2017,28.8,3/15/2017 ,1.79,2/3/2017,57.65
2/7/2017,28.57,3/16/2017 ,1.79,2/6/2017,58.18
2/8/2017,28.96,3/17/2017 ,1.77,2/7/2017,57.98
2/9/2017,28.92,3/20/2017 ,1.79,2/8/2017,58.06
2/10/2017,29.26,3/21/2017 ,1.79,2/9/2017,58.13
2/13/2017 ,29.45,3/22/2017 ,1.79,2/10/2017,58.6
2/14/2017 ,29.37,3/23/2017 ,1.79,2/13/2017 ,58.88
2/15/2017 ,29.74,3/24/2017 ,1.7,2/14/2017 ,59
2/16/2017 ,29.97,3/27/2017 ,1.71,2/15/2017 ,59.31
2/17/2017 ,30.53,3/28/2017 ,1.68,2/16/2017 ,59.46
2/20/2017 ,30.64,3/29/2017 ,1.79,2/17/2017 ,59.35
2/21/2017 ,30.38,3/30/2017 ,1.71,2/20/2017 ,59.7
2/22/2017 ,30.57,3/31/2017 ,1.75,2/21/2017 ,59.55
2/23/2017 ,30.92,4/3/2017,1.73,2/22/2017 ,59.73
2/24/2017 ,30.71,4/4/2017,1.68,2/23/2017 ,59.73
2/27/2017 ,30.64,4/5/2017,1.73,2/24/2017 ,59.67
2/28/2017 ,30.66,4/6/2017,1.75,2/27/2017 ,59.74
3/1/2017,30.79,4/7/2017,1.7,2/28/2017 ,59.77
3/2/2017,31.1,4/10/2017,1.79,3/1/2017,59.7
3/3/2017,30.92,4/11/2017,1.79,3/2/2017,60.36
3/6/2017,30.98,4/12/2017,1.79,3/3/2017,60
3/7/2017,31.14,4/13/2017 ,1.79,3/6/2017,59.94
3/8/2017,31.35,4/18/2017 ,1.79,3/7/2017,60.06
3/9/2017,31.38,4/19/2017 ,1.77,3/8/2017,59.78
3/10/2017,31.7,4/20/2017 ,1.79,3/9/2017,59.85
3/13/2017 ,31.64,4/21/2017 ,1.7,3/10/2017,60.2
3/14/2017 ,31.64,4/24/2017 ,1.7,3/13/2017 ,60.09
3/15/2017 ,31.8,4/26/2017 ,1.61,3/14/2017 ,60.23
3/16/2017 ,31.28,4/27/2017 ,1.54,3/15/2017 ,60.09
3/17/2017 ,31.33,4/28/2017 ,1.57,3/16/2017 ,60.53
3/20/2017 ,31.16,5/1/2017,1.59,3/17/2017 ,60.71
3/21/2017 ,31.32,5/2/2017,1.57,3/20/2017 ,60.33
3/22/2017 ,30.52,5/3/2017,1.61,3/21/2017 ,60.41
3/23/2017 ,30.53,5/4/2017,1.61,3/22/2017 ,59.52
3/24/2017 ,31.11,5/5/2017,1.61,3/23/2017 ,59.65
3/27/2017 ,31.2,5/8/2017,1.62,3/24/2017 ,59.88
3/28/2017 ,31.69,5/9/2017,1.61,3/27/2017 ,59.35
3/29/2017 ,32.04,5/10/2017,1.59,3/28/2017 ,59.82
3/30/2017 ,32.01,5/11/2017,1.57,3/29/2017 ,60.02
3/31/2017 ,31.57,5/12/2017,1.52,3/30/2017 ,60.15
4/3/2017,31.72,5/15/2017 ,1.55,3/31/2017 ,60.45
4/4/2017,31.58,5/16/2017 ,1.5,4/3/2017,60.21
4/5/2017,31.43,5/17/2017 ,1.52,4/4/2017,59.97
4/6/2017,31.11,5/18/2017 ,1.61,4/5/2017,60.09
4/7/2017,31.16,5/19/2017 ,1.64,4/6/2017,59.64
4/10/2017,31.45,5/22/2017 ,1.59,4/7/2017,59.86
4/11/2017,31.56,5/23/2017 ,1.54,4/10/2017,60.2
4/12/2017,31.88,5/24/2017 ,1.57,4/11/2017,59.94
4/13/2017 ,31.65,5/25/2017 ,1.46,4/12/2017,59.94
4/18/2017 ,31.41,5/26/2017 ,1.5,4/13/2017 ,59.84
4/19/2017 ,30.91,5/29/2017 ,1.41,4/18/2017 ,59.78
4/20/2017 ,31.29,5/30/2017 ,1.41,4/19/2017 ,59.39
4/21/2017 ,31.56,5/31/2017 ,1.37,4/20/2017 ,59.4
4/24/2017 ,31.73,6/1/2017,1.41,4/21/2017 ,59.93
4/26/2017 ,32.14,6/2/2017,1.54,4/24/2017 ,60.59
4/27/2017 ,32.4,6/5/2017,1.55,4/26/2017 ,61
4/28/2017 ,32.5,6/6/2017,1.52,4/27/2017 ,60.85
5/1/2017,32.69,6/7/2017,1.39,4/28/2017 ,60.86
5/2/2017,31.99,6/8/2017,1.5,5/1/2017,61
5/3/2017,31.1,6/9/2017,1.46,5/2/2017,60.99
5/4/2017,30.59,6/13/2017 ,1.32,5/3/2017,61.18
5/5/2017,30.41,6/14/2017 ,1.36,5/4/2017,61.2
5/8/2017,29.71,6/15/2017 ,1.5,5/5/2017,61.15
5/9/2017,28.93,6/16/2017 ,1.43,5/8/2017,61.82
5/10/2017,29.16,6/19/2017 ,1.43,5/9/2017,61.7
5/11/2017,29.07,6/20/2017 ,1.37,5/10/2017,61.72
5/12/2017,28.99,6/21/2017 ,1.36,5/11/2017,61.75
5/15/2017 ,29.18,6/22/2017 ,1.37,5/12/2017,61.57
5/16/2017 ,29.31,6/23/2017 ,1.37,5/15/2017 ,61.72
5/17/2017 ,28.93,6/26/2017 ,1.37,5/16/2017 ,61.9
5/18/2017 ,28.82,6/27/2017 ,1.34,5/17/2017 ,61.59
5/19/2017 ,28.27,6/28/2017 ,1.32,5/18/2017 ,61.03
5/22/2017 ,28.17,6/29/2017 ,1.36,5/19/2017 ,61.15
5/23/2017 ,28.09,6/30/2017 ,1.37,5/22/2017 ,61.61
5/24/2017 ,28.06,7/3/2017,1.37,5/23/2017 ,61.59
5/25/2017 ,28.41,7/4/2017,1.37,5/24/2017 ,61.75
5/26/2017 ,28,7/5/2017,1.36,5/25/2017 ,62.08
5/29/2017 ,27.47,7/6/2017,1.43,5/26/2017 ,61.98
5/30/2017 ,27.68,7/7/2017,1.43,5/29/2017 ,62.02
5/31/2017 ,27.79,7/10/2017,1.43,5/30/2017 ,62.09
6/1/2017,27.73,7/11/2017,1.43,5/31/2017 ,61.95
6/2/2017,28.06,7/12/2017,1.41,6/1/2017,62.11
6/5/2017,27.59,7/13/2017 ,1.41,6/2/2017,62.69
6/6/2017,27.14,7/14/2017 ,1.39,6/5/2017,62.74
6/7/2017,27.32,7/17/2017 ,1.37,6/6/2017,62.42
6/8/2017,27.63,7/18/2017 ,1.36,6/7/2017,62.53
6/9/2017,27.49,7/19/2017 ,1.43,6/8/2017,62.45
6/13/2017 ,28.17,7/20/2017 ,1.43,6/9/2017,62.53
6/14/2017 ,28.39,7/21/2017 ,1.43,6/13/2017 ,62.52
6/15/2017 ,27.78,7/24/2017 ,1.43,6/14/2017 ,62.64
6/16/2017 ,27.9,7/26/2017 ,1.43,6/15/2017 ,62.43
6/19/2017 ,28.16,7/27/2017 ,1.37,6/16/2017 ,62.49
6/20/2017 ,27.78,7/28/2017 ,1.39,6/19/2017 ,62.69
6/21/2017 ,27.28,7/31/2017 ,1.37,6/20/2017 ,63.03
6/22/2017 ,27.62,8/1/2017,1.43,6/21/2017 ,62.6
6/23/2017 ,27.46,8/2/2017,1.37,6/22/2017 ,62.58
6/26/2017 ,27.54,8/3/2017,1.43,6/23/2017 ,62.6
6/27/2017 ,27.81,8/4/2017,1.36,6/26/2017 ,62.6
6/28/2017 ,28.13,8/7/2017,1.36,6/27/2017 ,62.71
6/29/2017 ,28.79,8/8/2017,1.37,6/28/2017 ,62.29
6/30/2017 ,28.49,8/9/2017,1.32,6/29/2017 ,62.83
7/3/2017,28.42,8/10/2017,1.3,6/30/2017 ,62.08
7/4/2017,29.06,8/11/2017,1.27,7/3/2017,59.68
7/5/2017,28.92,8/14/2017 ,1.25,7/4/2017,59.65
7/6/2017,28.76,8/15/2017 ,1.25,7/5/2017,59.71
7/7/2017,28.39,8/16/2017 ,1.29,7/6/2017,59.71
7/10/2017,28.51,8/17/2017 ,1.25,7/7/2017,59.34
7/11/2017,28.62,8/18/2017 ,1.27,7/10/2017,59.75
7/12/2017,28.19,8/21/2017 ,1.32,7/11/2017,59.77
7/13/2017 ,28.35,8/22/2017 ,1.25,7/12/2017,59.7
7/14/2017 ,28.63,8/23/2017 ,1.25,7/13/2017 ,60.11
7/17/2017 ,28.52,8/24/2017 ,1.23,7/14/2017 ,60.26
7/18/2017 ,28.08,8/25/2017 ,1.21,7/17/2017 ,60.42
7/19/2017 ,29.18,8/28/2017 ,1.25,7/18/2017 ,60.34
7/20/2017 ,30.01,8/29/2017 ,1.25,7/19/2017 ,60.39
7/21/2017 ,29.87,8/30/2017 ,1.2,7/20/2017 ,60.67
7/24/2017 ,29.65,8/31/2017 ,1.14,7/21/2017 ,60.63
7/25/2017 ,29.77,9/1/2017,1.23,7/24/2017 ,60.38
7/26/2017 ,30.04,9/4/2017,1.16,7/25/2017 ,60.33
7/27/2017 ,30.06,9/5/2017,1.11,7/26/2017 ,60.47
7/28/2017 ,29.46,9/6/2017,1.12,7/27/2017 ,60.68
7/31/2017 ,29.4,9/7/2017,1.14,7/28/2017 ,60.38
8/1/2017,29.52,9/8/2017,1.16,7/31/2017 ,61
8/2/2017,29.41,9/11/2017,1.14,8/1/2017,60.6
8/3/2017,29.35,9/12/2017,1.14,8/2/2017,60.71
8/4/2017,29.26,9/13/2017 ,1.05,8/3/2017,60.59
8/7/2017,29.56,9/14/2017 ,1.09,8/4/2017,60.6
8/8/2017,29.46,9/15/2017 ,1.09,8/7/2017,60.89
8/9/2017,29.67,9/18/2017 ,1.09,8/8/2017,60.8
8/10/2017,29.59,9/19/2017 ,1.07,8/9/2017,60.65
8/11/2017,29.03,9/20/2017 ,1.07,8/10/2017,60.55
8/14/2017 ,29.2,9/21/2017 ,1.12,8/11/2017,59.66
8/15/2017 ,29.57,9/22/2017 ,1.02,8/14/2017 ,59.9
8/16/2017 ,30.18,9/25/2017 ,1.05,8/15/2017 ,60.49
8/17/2017 ,30.12,9/26/2017 ,1,8/16/2017 ,60.39
8/18/2017 ,29.77,9/27/2017 ,1.04,8/17/2017 ,60.42
8/21/2017 ,29.77,9/28/2017 ,1.12,8/18/2017 ,59.75
8/22/2017 ,29.66,9/29/2017 ,1.18,8/21/2017 ,59.52
8/23/2017 ,29.66,10/2/2017,1.18,8/22/2017 ,59.74
8/24/2017 ,29.56,10/3/2017,1.27,8/23/2017 ,60.07
8/25/2017 ,29.42,10/4/2017,1.45,8/24/2017 ,59.9
8/28/2017 ,29.26,10/5/2017,1.37,8/25/2017 ,60.03
8/29/2017 ,28.89,10/6/2017,1.52,8/28/2017 ,59.92
8/30/2017 ,28.83,10/11/2017,1.16,8/29/2017 ,59.65
8/31/2017 ,29.17,10/12/2017,1.21,8/30/2017 ,60.05
9/1/2017,29.36,10/13/2017 ,1.21,8/31/2017 ,60.25
9/4/2017,29.17,10/16/2017 ,1.36,9/1/2017,60.53
9/5/2017,29.12,10/17/2017 ,1.14,9/4/2017,60.45
9/6/2017,28.97,10/18/2017 ,1.24,9/5/2017,60.42
9/7/2017,28.9,10/19/2017 ,1.16,9/6/2017,60.16
9/8/2017,28.62,10/20/2017 ,1.08,9/7/2017,60.23
9/11/2017,29.25,10/23/2017 ,1.06,9/8/2017,60.25
9/12/2017,29.66,10/24/2017 ,1.12,9/11/2017,60.63
9/13/2017 ,29.8,10/25/2017 ,1.14,9/12/2017,61.02
9/14/2017 ,29.95,10/26/2017 ,1.1,9/13/2017 ,61.17
9/15/2017 ,29.64,10/27/2017 ,1.08,9/14/2017 ,61.08
9/18/2017 ,29.94,10/30/2017 ,1.02,9/15/2017 ,61.16
9/19/2017 ,29.98,10/31/2017 ,0.98,9/18/2017 ,61.4
9/20/2017 ,29.79,11/1/2017,1.02,9/19/2017 ,61.5
9/21/2017 ,29.52,11/2/2017,1.02,9/20/2017 ,61.47
9/22/2017 ,29.7,11/3/2017,1.08,9/21/2017 ,61.5
9/25/2017 ,29.76,11/6/2017,1.12,9/22/2017 ,61.35
9/26/2017 ,29.62,11/7/2017,1.06,9/25/2017 ,61.47
9/27/2017 ,29.57,11/8/2017,1.1,9/26/2017 ,61.4
9/28/2017 ,29.51,11/9/2017,0.98,9/27/2017 ,61.43
9/29/2017 ,29.37,11/10/2017,1,9/28/2017 ,61.69
10/2/2017,29.66,11/13/2017 ,1,9/29/2017 ,61.76
10/3/2017,29.63,11/14/2017 ,0.96,10/2/2017,62.08
10/4/2017,29.01,11/15/2017 ,0.94,10/3/2017,62.38
10/5/2017,28.86,11/16/2017 ,0.94,10/4/2017,62.34
10/6/2017,29.25,11/17/2017 ,0.96,10/5/2017,62.49
10/9/2017,29.46,11/20/2017 ,1,10/6/2017,62.81
10/10/2017,29.53,11/21/2017 ,1.04,10/9/2017,62.84
10/11/2017,29.66,11/22/2017 ,1.1,10/10/2017,62.64
10/12/2017,29.8,11/23/2017 ,1.14,10/11/2017,62.84
10/13/2017 ,29.82,11/24/2017 ,1.1,10/12/2017,62.9
10/16/2017 ,29.92,11/27/2017 ,1.12,10/13/2017 ,62.95
10/17/2017 ,30.1,11/28/2017 ,1.04,10/16/2017 ,63.54
10/18/2017 ,30.11,11/29/2017 ,1.22,10/17/2017 ,63.04
10/19/2017 ,30.36,11/30/2017 ,1.3,10/18/2017 ,63.08
10/20/2017 ,30.35,12/1/2017,1.32,10/19/2017 ,63.17
10/23/2017 ,30.3,12/4/2017,1.4,10/20/2017 ,63.22
10/24/2017 ,30.23,12/5/2017,1.36,10/23/2017 ,63.47
10/25/2017 ,30.26,12/6/2017,1.38,10/24/2017 ,63.31
10/26/2017 ,29.89,12/7/2017,1.32,10/25/2017 ,63.26
10/27/2017 ,29.6,12/8/2017,1.3,10/26/2017 ,63.15
10/30/2017 ,29.79,12/11/2017,1.28,10/27/2017 ,63.45
10/31/2017 ,29.68,12/12/2017,1.3,10/30/2017 ,63.57
11/1/2017,29.84,12/13/2017 ,1.24,10/31/2017 ,63.53
11/2/2017,29.59,12/14/2017 ,1.26,11/1/2017,63.86
11/3/2017,29.66,12/15/2017 ,1.32,11/2/2017,63.69
11/6/2017,29.51,12/18/2017 ,1.32,11/3/2017,63.91
11/7/2017,29.78,12/19/2017 ,1.32,11/6/2017,63.86
11/8/2017,29.86,12/20/2017 ,1.16,11/7/2017,64.24
11/9/2017,30.1,12/21/2017 ,1.2,11/8/2017,63.96
11/10/2017,30.09,12/22/2017 ,1.18,11/9/2017,64.13
11/13/2017 ,29.28,12/27/2017 ,1.2,11/10/2017,63.88
11/14/2017 ,28.97,12/28/2017 ,1.2,11/13/2017 ,63.79
11/15/2017 ,28.9,12/29/2017 ,1.26,11/14/2017 ,63.61
11/16/2017 ,29.06,1/2/2018,1.22,11/15/2017 ,63.28
11/17/2017 ,29.23,1/3/2018,1.22,11/16/2017 ,63.26
11/20/2017 ,29.05,1/4/2018,1.2,11/17/2017 ,63.56
11/21/2017 ,29.1,1/5/2018,1.18,11/20/2017 ,63.23
11/22/2017 ,29.01,1/8/2018,1.18,11/21/2017 ,63.67
11/23/2017 ,28.84,1/9/2018,1.14,11/22/2017 ,64
11/24/2017 ,28.65,1/10/2018,1.14,11/23/2017 ,63.86
11/27/2017 ,28.63,1/11/2018,1.08,11/24/2017 ,63.97
11/28/2017 ,28.4,1/12/2018,1.18,11/27/2017 ,63.94
11/29/2017 ,28.54,1/15/2018 ,1.1,11/28/2017 ,63.83
11/30/2017 ,28.23,1/16/2018 ,1.12,11/29/2017 ,64.47
12/1/2017,28.39,1/17/2018 ,1.08,11/30/2017 ,64.34
12/4/2017,28.11,1/18/2018 ,1.12,12/1/2017,64.62
12/5/2017,27.83,1/19/2018 ,1.06,12/4/2017,64.92
12/6/2017,28.02,1/22/2018 ,1.08,12/5/2017,64.67
12/7/2017,28.25,1/23/2018 ,1.08,12/6/2017,64.14
12/8/2017,28.28,1/24/2018 ,1.1,12/7/2017,64.49
12/11/2017,28.27,1/25/2018 ,1.08,12/8/2017,64.78
12/12/2017,28.59,1/29/2018 ,1.1,12/11/2017,65.07
12/13/2017 ,28.44,1/30/2018 ,1.08,12/12/2017,65.24
12/14/2017 ,28.27,1/31/2018 ,1.12,12/13/2017 ,65.14
12/15/2017 ,28,2/1/2018,1.24,12/14/2017 ,65.22
12/18/2017 ,28.59,2/2/2018,1.28,12/15/2017 ,64.91
12/19/2017 ,28.79,2/5/2018,1.24,12/18/2017 ,65.52
12/20/2017 ,28.83,2/6/2018,1.14,12/19/2017 ,65.8
12/21/2017 ,28.66,2/7/2018,1.16,12/20/2017 ,65.69
12/22/2017 ,28.64,2/8/2018,1.16,12/21/2017 ,65.49
12/27/2017 ,28.57,2/9/2018,1.08,12/22/2017 ,65.67
12/28/2017 ,28.58,2/12/2018,1.14,12/27/2017 ,65.62
12/29/2017 ,28.51,2/13/2018 ,1.2,12/28/2017 ,65.65
1/2/2018,28.35,2/14/2018 ,1.28,12/29/2017 ,65.63
1/3/2018,28.36,2/15/2018 ,1.3,1/2/2018,64.93
1/4/2018,28.29,2/16/2018 ,1.28,1/3/2018,65.2
1/5/2018,28.52,2/19/2018 ,1.28,1/4/2018,65.68
1/8/2018,28.6,2/20/2018 ,1.26,1/5/2018,66.05
1/9/2018,28.71,2/21/2018 ,1.26,1/8/2018,66.49
1/10/2018,28.57,2/22/2018 ,1.22,1/9/2018,66.47
1/11/2018,28.5,2/23/2018 ,1.24,1/10/2018,66.69
1/12/2018,28.29,2/26/2018 ,1.18,1/11/2018,66.6
1/15/2018 ,28.42,2/27/2018 ,1.2,1/12/2018,66.86
1/16/2018 ,28.22,2/28/2018 ,1.2,1/15/2018 ,67.31
1/17/2018 ,28.14,3/1/2018,1.18,1/16/2018 ,67.27
1/18/2018 ,28.3,3/2/2018,1.18,1/17/2018 ,67.04
1/19/2018 ,28.33,3/5/2018,1.14,1/18/2018 ,67.52
1/22/2018 ,28.08,3/6/2018,1.14,1/19/2018 ,67.13
1/23/2018 ,28.5,3/7/2018,1.2,1/22/2018 ,67.47
1/24/2018 ,28.57,3/8/2018,1.14,1/23/2018 ,68.15
1/25/2018 ,28.42,3/9/2018,1.16,1/24/2018 ,68.09
1/29/2018 ,28.4,3/12/2018,1.14,1/25/2018 ,67.89
1/30/2018 ,28.25,3/13/2018 ,1.16,1/29/2018 ,68.45
1/31/2018 ,28.35,3/14/2018 ,1.16,1/30/2018 ,67.69
2/1/2018,28.67,3/15/2018 ,1.16,1/31/2018 ,67.54
2/2/2018,28.88,3/16/2018 ,1.18,2/1/2018,67.59
2/5/2018,28.51,3/19/2018 ,1.22,2/2/2018,67.36
2/6/2018,27.66,3/20/2018 ,1.24,2/5/2018,65.61
2/7/2018,27.55,3/21/2018 ,1.22,2/6/2018,61.3
2/8/2018,27.77,3/22/2018 ,1.2,2/7/2018,64.06
2/9/2018,27.67,3/23/2018 ,1.18,2/8/2018,63.66
2/12/2018,27.48,3/26/2018 ,1.16,2/9/2018,62.44
2/13/2018 ,27.5,3/27/2018 ,1.2,2/12/2018,63.06
2/14/2018 ,27.42,3/28/2018 ,1.18,2/13/2018 ,63.3
2/15/2018 ,27.85,3/29/2018 ,1.14,2/14/2018 ,63.52
2/16/2018 ,27.63,4/3/2018,1.14,2/15/2018 ,64.57
2/19/2018 ,27.83,4/5/2018,1.14,2/16/2018 ,64.94
2/20/2018 ,27.76,4/6/2018,1.2,2/19/2018 ,65.4
2/21/2018 ,27.9,4/9/2018,1.14,2/20/2018 ,64.98
2/22/2018 ,27.96,4/10/2018,1.14,2/21/2018 ,64.57
2/23/2018 ,28.21,4/11/2018,1.14,2/22/2018 ,64.2
2/26/2018 ,28.61,4/12/2018,1.12,2/23/2018 ,64.8
2/27/2018 ,28.86,4/13/2018 ,1.18,2/26/2018 ,65.52
2/28/2018 ,28.82,4/16/2018 ,1.1,2/27/2018 ,66.11
3/1/2018,28.57,4/17/2018 ,1.18,2/28/2018 ,65.3
3/2/2018,28.34,4/18/2018 ,1.14,3/1/2018,64.52
3/5/2018,28.17,4/19/2018 ,1.12,3/2/2018,63.73
3/6/2018,28.35,4/20/2018 ,1.16,3/5/2018,63.5
3/7/2018,28,4/23/2018 ,1.14,3/6/2018,64.41
3/8/2018,28.13,4/24/2018 ,1.16,3/7/2018,63.92
3/9/2018,28.21,4/26/2018 ,1.16,3/8/2018,64.62
3/12/2018,28.37,4/27/2018 ,1.16,3/9/2018,64.9
3/13/2018 ,28.26,4/30/2018 ,1.16,3/12/2018,65.9
