Date,ANZ,Date,AVH,Date,VGAD
8/8/2023,25.24,,,8/3/2023,87.78
8/9/2023,25.43,,,8/4/2023,87.88
8/10/2023,25.4,,,8/7/2023,87.44
8/11/2023,25.35,,,8/8/2023,87.5
8/14/2023 ,25.13,,,8/9/2023,87.55
8/15/2023 ,25.08,,,8/10/2023,87.43
8/16/2023 ,24.82,,,8/11/2023,87.27
8/17/2023 ,24.59,,,8/14/2023 ,86.75
8/18/2023 ,24.49,,,8/15/2023 ,87.44
8/21/2023 ,24.24,,,8/16/2023 ,86.1
8/22/2023 ,24.3,,,8/17/2023 ,85.5
8/23/2023 ,24.45,,,8/18/2023 ,84.88
8/24/2023 ,24.56,,,8/21/2023 ,84.83
8/25/2023 ,24.34,,,8/22/2023 ,85.42
8/28/2023 ,24.58,,,8/23/2023 ,85.68
8/29/2023 ,24.8,,,8/24/2023 ,86.91
8/30/2023 ,25.04,,,8/25/2023 ,85.25
8/31/2023 ,25.33,,,8/28/2023 ,85.96
9/1/2023,25.17,,,8/29/2023 ,86.58
9/4/2023,25.19,,,8/30/2023 ,87.61
9/5/2023,25.2,,,8/31/2023 ,87.92
9/6/2023,25.06,,,9/1/2023,87.83
9/7/2023,24.87,,,9/4/2023,88.04
9/8/2023,24.93,,,9/5/2023,87.82
9/11/2023,25.28,,,9/6/2023,87.59
9/12/2023,25.27,,,9/7/2023,86.96
9/13/2023 ,25.33,,,9/8/2023,86.98
9/14/2023 ,25.6,,,9/11/2023,87.19
9/15/2023 ,25.7,,,9/12/2023,87.5
,,,,9/13/2023 ,86.91
,,,,9/14/2023 ,87.49
,,,,9/15/2023 ,88.34
